time_hr,rainfall_increment_in,DWF_MGD,RDII_short_MGD,RDII_medium_MGD,RDII_long_MGD,RDII_total_MGD,total_flow_MGD,one_pump_required_storage_gal,one_pump_actual_storage_gal,two_pump_firm_required_storage_gal,derated_one_pump_required_storage_gal,derated_one_pump_actual_storage_gal
9.0,0.0,1.5686813186813187,0.0,1.3902994285714287,0.3447942582857143,1.735093686857143,3.3037750055384616,0.0,0.0,0.0,73561.09230036632,45000
9.25,0.0,1.5686813186813187,0.0,1.368576,0.3596241188571428,1.728200118857143,3.2968814375384614,0.0,0.0,0.0,74254.19877472529,45000
9.5,0.0,1.5686813186813187,0.0,1.3425078857142858,0.37445397942857145,1.7169618651428573,3.2856431838241758,0.0,0.0,0.0,74852.86867765569,45000
9.75,0.0,1.5686813186813187,0.0,1.3120950857142857,0.38928384000000005,1.7013789257142855,3.270060244395604,0.0,0.0,0.0,75311.84486630038,45000
10.0,0.0,1.4104395604395605,0.0,1.2773376,0.40411370057142854,1.6814513005714284,3.091890861010989,0.0,0.0,0.0,74761.6943736264,44449.849507326006
10.25,0.0,1.4104395604395605,0.0,1.2425801142857145,0.41894356114285713,1.6615236754285716,3.0719632358681324,0.0,0.0,0.0,73179.78862820515,42867.94376190476
10.5,0.0,1.4104395604395605,0.0,1.2078226285714289,0.43377342171428573,1.6415960502857148,3.0520356107252753,0.0,0.0,0.0,71390.30345421248,41078.45858791209
10.75,0.0,1.4104395604395605,0.0,1.173065142857143,0.44860328228571433,1.6216684251428575,3.0321079855824182,0.0,0.0,0.0,69393.23885164839,39081.393985348004
11.0,0.0,1.3576923076923078,0.0,1.1383076571428574,0.4634331428571428,1.6017408000000002,2.959433107692308,0.0,0.0,0.0,66913.8695457876,36602.02467948721
11.25,0.0,1.3576923076923078,0.0,1.1035501714285716,0.47826300342857136,1.5818131748571431,2.9395054825494507,0.0,0.0,0.0,63952.1955366301,33640.3506703297
11.5,0.0,1.3576923076923078,0.0,1.0687926857142858,0.493092864,1.5618855497142858,2.9195778574065936,0.0,0.0,0.0,60782.94209890116,30471.097232600765
11.75,0.0,1.3576923076923078,0.0,1.0340352000000002,0.5079227245714286,1.541957924571429,2.8996502322637365,0.0,0.0,0.0,57406.10923260079,27094.2643663004
12.0,0.0,1.304945054945055,0.0,0.9992777142857143,0.5227525851428573,1.5220302994285715,2.8269753543736265,0.0,0.0,0.0,53546.97166300372,23235.12679670333
12.25,0.0,1.304945054945055,0.0,0.9645202285714287,0.5374376228571429,1.5019578514285716,2.806902906373627,0.0,0.0,0.0,49204.77510439567,18892.93023809528
12.5,0.0,1.304945054945055,0.0,0.9297627428571426,0.5519778377142857,1.4817405805714283,2.7866856355164833,0.0,0.0,0.0,44652.736260073325,14340.89139377294
12.75,0.0,1.304945054945055,0.0,0.8950052571428572,0.5663732297142856,1.4613784868571427,2.7663235418021976,0.0,0.0,0.0,39889.34655860812,9577.501692307738
13.0,0.0,1.2521978021978022,0.0,0.8602477714285716,0.5806237988571429,1.4408715702857147,2.693069372483517,0.0,0.0,0.0,34638.37215384622,4326.527287545836
13.25,0.0,1.2521978021978022,0.0,0.8254902857142857,0.5942950765714287,1.4197853622857146,2.6719831644835166,0.0,0.0,0.0,28896.041617216186,0.0
13.5,0.0,1.2521978021978022,0.0,0.7907327999999999,0.6073870628571427,1.3981198628571425,2.6503176650549447,0.0,0.0,0.0,22931.045937729006,0.0
13.75,0.0,1.2521978021978022,0.0,0.7559753142857144,0.6198997577142856,1.375875072,2.628072874197802,0.0,0.0,0.0,16737.350829670395,0.0
14.0,0.0,1.1994505494505496,0.0,0.7212178285714287,0.631833161142857,1.3530509897142857,2.5525015391648354,0.0,0.0,0.0,10034.196732600794,0.0
14.25,0.0,1.1994505494505496,0.0,0.6864603428571429,0.6424631588571429,1.3289235017142857,2.5283740511648354,0.0,0.0,0.0,2811.777932234495,0.0
14.5,0.0,1.1994505494505496,0.0,0.651702857142857,0.651789750857143,1.303492608,2.5029431574505496,0.0,0.0,0.0,0.0,0.0
14.75,0.0,1.1994505494505496,0.0,0.6169453714285715,0.6598129371428572,1.2767583085714287,2.4762088580219785,0.0,0.0,0.0,0.0,0.0
15.0,0.0,1.2521978021978022,0.0,0.5821878857142858,0.6665327177142857,1.2487206034285714,2.500918405626374,0.0,0.0,0.0,0.0,0.0
15.25,0.0,1.2521978021978022,0.0,0.5474304000000001,0.6720939154285716,1.2195243154285715,2.4717221176263737,0.0,0.0,0.0,0.0,0.0
15.5,0.0,1.2521978021978022,0.0,0.5126729142857144,0.6764965302857144,1.189169444571429,2.4413672467692313,0.0,0.0,0.0,0.0,0.0
15.75,0.0,1.2521978021978022,0.0,0.4779154285714287,0.6797405622857143,1.1576559908571429,2.4098537930549453,0.0,0.0,0.0,0.0,0.0
16.0,0.0,1.4104395604395605,0.0,0.443157942857143,0.6818260114285715,1.1249839542857143,2.5354235147252746,0.0,0.0,0.0,0.0,0.0
16.25,0.0,1.4104395604395605,0.0,0.40867199999999987,0.6830425234285713,1.0917145234285714,2.502154083868132,0.0,0.0,0.0,0.0,0.0
16.5,0.0,1.4104395604395605,0.0,0.3744576,0.6833900982857143,1.0578476982857143,2.468287258725275,0.0,0.0,0.0,0.0,0.0
16.75,0.0,1.4104395604395605,0.0,0.34051474285714284,0.6828687360000002,1.0233834788571428,2.433823039296703,0.0,0.0,0.0,0.0,0.0
17.0,0.0,1.6214285714285714,0.0,0.30684342857142854,0.6814784365714287,0.988321865142857,2.6097504365714284,0.0,0.0,0.0,0.0,0.0
17.25,0.0,1.6214285714285714,0.0,0.2742582857142857,0.6795088457142857,0.9537671314285715,2.575195702857143,0.0,0.0,0.0,0.0,0.0
17.5,0.0,1.6214285714285714,0.0,0.2427593142857143,0.6769599634285713,0.9197192777142857,2.541147849142857,0.0,0.0,0.0,0.0,0.0
17.75,0.0,1.6214285714285714,0.0,0.2123465142857143,0.6738317897142856,0.886178304,2.5076068754285714,0.0,0.0,0.0,0.0,0.0
18.0,0.0,1.7269230769230768,0.0,0.1830198857142857,0.6701243245714286,0.8531442102857144,2.580067287208791,0.0,0.0,0.0,0.0,0.0
18.25,0.0,1.7269230769230768,0.0,0.15613714285714286,0.6664168594285715,0.8225540022857145,2.549477079208791,0.0,0.0,0.0,0.0,0.0
18.5,0.0,1.7269230769230768,0.0,0.1316982857142857,0.6627093942857145,0.7944076800000002,2.521330756923077,0.0,0.0,0.0,0.0,0.0
18.75,0.0,1.7269230769230768,0.0,0.10970331428571427,0.6590019291428572,0.7687052434285714,2.4956283203516483,0.0,0.0,0.0,0.0,0.0
19.0,0.0,1.6741758241758242,0.0,0.09015222857142857,0.655294464,0.7454466925714286,2.419622516747253,0.0,0.0,0.0,0.0,0.0
19.25,0.0,1.6741758241758242,0.0,0.07277348571428573,0.6515869988571429,0.7243604845714285,2.3985363087472527,0.0,0.0,0.0,0.0,0.0
19.5,0.0,1.6741758241758242,0.0,0.05756708571428571,0.6478795337142856,0.7054466194285713,2.3796224436043953,0.0,0.0,0.0,0.0,0.0
19.75,0.0,1.6741758241758242,0.0,0.04453302857142857,0.6441720685714285,0.688705097142857,2.3628809213186814,0.0,0.0,0.0,0.0,0.0
20.0,0.0,1.5159340659340659,0.0,0.03367131428571428,0.6404646034285715,0.6741359177142857,2.1900699836483515,0.0,0.0,0.0,0.0,0.0
20.25,0.0,1.5159340659340659,0.0,0.02443885714285714,0.6367571382857145,0.6611959954285715,2.1771300613626376,0.0,0.0,0.0,0.0,0.0
20.5,0.0,1.5159340659340659,0.0,0.01683565714285714,0.6330496731428573,0.6498853302857145,2.1658193962197805,0.0,0.0,0.0,0.0,0.0
20.75,0.0,1.5159340659340659,0.0,0.010861714285714289,0.6293422080000001,0.6402039222857144,2.1561379882197804,0.0,0.0,0.0,0.0,0.0
21.0,0.0,1.304945054945055,0.0,0.006517028571428571,0.6256347428571429,0.6321517714285715,1.9370968263736263,0.0,0.0,0.0,0.0,0.0
21.25,0.0,1.304945054945055,0.0,0.0032585142857142857,0.6219272777142858,0.625185792,1.930130846945055,0.0,0.0,0.0,0.0,0.0
21.5,0.0,1.304945054945055,0.0,0.0010861714285714307,0.6182198125714284,0.6193059839999999,1.924251038945055,0.0,0.0,0.0,0.0,0.0
21.75,0.0,1.304945054945055,0.0,0.0,0.6145123474285713,0.6145123474285713,1.9194574023736264,0.0,0.0,0.0,0.0,0.0
22.0,0.0,1.093956043956044,0.0,0.0,0.6108048822857142,0.6108048822857142,1.7047609262417582,0.0,0.0,0.0,0.0,0.0
22.25,0.0,1.093956043956044,0.0,0.0,0.6070974171428569,0.6070974171428569,1.701053461098901,0.0,0.0,0.0,0.0,0.0
22.5,0.0,1.093956043956044,0.0,0.0,0.6033899519999997,0.6033899519999997,1.6973459959560437,0.0,0.0,0.0,0.0,0.0
22.75,0.0,1.093956043956044,0.0,0.0,0.5996824868571426,0.5996824868571426,1.6936385308131867,0.0,0.0,0.0,0.0,0.0
23.0,0.0,0.9357142857142857,0.0,0.0,0.5959750217142857,0.5959750217142857,1.5316893074285716,0.0,0.0,0.0,0.0,0.0
23.25,0.0,0.9357142857142857,0.0,0.0,0.5922675565714286,0.5922675565714286,1.5279818422857143,0.0,0.0,0.0,0.0,0.0
23.5,0.0,0.9357142857142857,0.0,0.0,0.5885600914285717,0.5885600914285717,1.5242743771428575,0.0,0.0,0.0,0.0,0.0
23.75,0.0,0.9357142857142857,0.0,0.0,0.5848526262857145,0.5848526262857145,1.5205669120000003,0.0,0.0,0.0,0.0,0.0
24.0,0.0,0.8302197802197803,0.0,0.0,0.5811451611428573,0.5811451611428573,1.4113649413626375,0.0,0.0,0.0,0.0,0.0
24.25,0.0,0.8302197802197803,0.0,0.0,0.5774376960000003,0.5774376960000003,1.4076574762197804,0.0,0.0,0.0,0.0,0.0
24.5,0.0,0.8302197802197803,0.0,0.0,0.573730230857143,0.573730230857143,1.4039500110769234,0.0,0.0,0.0,0.0,0.0
24.75,0.0,0.8302197802197803,0.0,0.0,0.5700227657142859,0.5700227657142859,1.4002425459340662,0.0,0.0,0.0,0.0,0.0
25.0,0.0,0.7774725274725275,0.0,0.0,0.5663153005714286,0.5663153005714286,1.3437878280439561,0.0,0.0,0.0,0.0,0.0
25.25,0.0,0.7774725274725275,0.0,0.0,0.5626078354285713,0.5626078354285713,1.3400803629010989,0.0,0.0,0.0,0.0,0.0
25.5,0.0,0.7774725274725275,0.0,0.0,0.5589003702857143,0.5589003702857143,1.3363728977582419,0.0,0.0,0.0,0.0,0.0
25.75,0.0,0.7774725274725275,0.0,0.0,0.555192905142857,0.555192905142857,1.3326654326153844,0.0,0.0,0.0,0.0,0.0
26.0,0.0,0.7247252747252748,0.0,0.0,0.5514854399999999,0.5514854399999999,1.2762107147252748,0.0,0.0,0.0,0.0,0.0
26.25,0.0,0.7247252747252748,0.0,0.0,0.5477779748571427,0.5477779748571427,1.2725032495824176,0.0,0.0,0.0,0.0,0.0
26.5,0.0,0.7247252747252748,0.0,0.0,0.5440705097142856,0.5440705097142856,1.2687957844395603,0.0,0.0,0.0,0.0,0.0
26.75,0.0,0.7247252747252748,0.0,0.0,0.5403630445714285,0.5403630445714285,1.2650883192967033,0.0,0.0,0.0,0.0,0.0
27.0,0.0,0.7247252747252748,0.0,0.0,0.5366555794285713,0.5366555794285713,1.2613808541538463,0.0,0.0,0.0,0.0,0.0
27.25,0.0,0.7247252747252748,0.0,0.0,0.5329481142857142,0.5329481142857142,1.257673389010989,0.0,0.0,0.0,0.0,0.0
27.5,0.0,0.7247252747252748,0.0,0.0,0.5292406491428571,0.5292406491428571,1.2539659238681318,0.0,0.0,0.0,0.0,0.0
27.75,0.0,0.7247252747252748,0.0,0.0,0.5255331839999999,0.5255331839999999,1.2502584587252747,0.0,0.0,0.0,0.0,0.0
28.0,0.0,0.7774725274725275,0.0,0.0,0.5218257188571429,0.5218257188571429,1.2992982463296703,0.0,0.0,0.0,0.0,0.0
28.25,0.0,0.7774725274725275,0.0,0.0,0.5181182537142858,0.5181182537142858,1.2955907811868133,0.0,0.0,0.0,0.0,0.0
28.5,0.0,0.7774725274725275,0.0,0.0,0.5144107885714286,0.5144107885714286,1.2918833160439562,0.0,0.0,0.0,0.0,0.0
28.75,0.0,0.7774725274725275,0.0,0.0,0.5107033234285716,0.5107033234285716,1.2881758509010992,0.0,0.0,0.0,0.0,0.0
29.0,0.0,0.9884615384615384,0.0,0.0,0.5069958582857145,0.5069958582857145,1.4954573967472529,0.0,0.0,0.0,0.0,0.0
29.25,0.0,0.9884615384615384,0.0,0.0,0.5032883931428572,0.5032883931428572,1.4917499316043956,0.0,0.0,0.0,0.0,0.0
29.5,0.0,0.9884615384615384,0.0,0.0,0.4995809280000001,0.4995809280000001,1.4880424664615384,0.0,0.0,0.0,0.0,0.0
29.75,0.0,0.9884615384615384,0.0,0.0,0.4958734628571429,0.4958734628571429,1.4843350013186813,0.0,0.0,0.0,0.0,0.0
30.0,0.0,1.304945054945055,0.0,0.0,0.4921659977142857,0.4921659977142857,1.7971110526593406,0.0,0.0,0.0,0.0,0.0
30.25,0.0,1.304945054945055,0.0,0.0,0.4884585325714287,0.4884585325714287,1.7934035875164835,0.0,0.0,0.0,0.0,0.0
30.5,0.0,1.304945054945055,0.0,0.0,0.48475106742857144,0.48475106742857144,1.7896961223736265,0.0,0.0,0.0,0.0,0.0
30.75,0.0,1.304945054945055,0.0,0.0,0.48104360228571436,0.48104360228571436,1.7859886572307693,0.0,0.0,0.0,0.0,0.0
31.0,0.0,1.5686813186813187,0.0,0.0,0.47733613714285716,0.47733613714285716,2.0460174558241757,0.0,0.0,0.0,0.0,0.0
31.25,0.0,1.5686813186813187,0.0,0.0,0.473628672,0.473628672,2.0423099906813187,0.0,0.0,0.0,0.0,0.0
31.5,0.0,1.5686813186813187,0.0,0.0,0.4699212068571427,0.4699212068571427,2.038602525538461,0.0,0.0,0.0,0.0,0.0
31.75,0.0,1.5686813186813187,0.0,0.0,0.4662137417142856,0.4662137417142856,2.034895060395604,0.0,0.0,0.0,0.0,0.0
32.0,0.0,1.6741758241758242,0.0,0.0,0.46250627657142845,0.46250627657142845,2.1366821007472527,0.0,0.0,0.0,0.0,0.0
32.25,0.0,1.6741758241758242,0.0,0.0,0.4587988114285714,0.4587988114285714,2.1329746356043957,0.0,0.0,0.0,0.0,0.0
32.5,0.0,1.6741758241758242,0.0,0.0,0.4550913462857142,0.4550913462857142,2.1292671704615382,0.0,0.0,0.0,0.0,0.0
32.75,0.0,1.6741758241758242,0.0,0.0,0.45138388114285705,0.45138388114285705,2.125559705318681,0.0,0.0,0.0,0.0,0.0
33.0,0.0,1.5686813186813187,0.0,0.0,0.447676416,0.447676416,2.0163577346813186,0.0,0.0,0.0,0.0,0.0
33.25,0.0,1.5686813186813187,0.0,0.0,0.4439689508571428,0.4439689508571428,2.0126502695384616,0.0,0.0,0.0,0.0,0.0
33.5,0.0,1.5686813186813187,0.0,0.0,0.4402614857142858,0.4402614857142858,2.0089428043956046,0.0,0.0,0.0,0.0,0.0
33.75,0.0,1.5686813186813187,0.0,0.0,0.43655402057142856,0.43655402057142856,2.005235339252747,0.0,0.0,0.0,0.0,0.0
34.0,0.0,1.4104395604395605,0.0,0.0,0.43284655542857153,0.43284655542857153,1.843286115868132,0.0,0.0,0.0,0.0,0.0
34.25,0.0,1.4104395604395605,0.0,0.0,0.42913909028571434,0.42913909028571434,1.839578650725275,0.0,0.0,0.0,0.0,0.0
34.5,0.0,1.4104395604395605,0.0,0.0,0.4254316251428573,0.4254316251428573,1.835871185582418,0.0,0.0,0.0,0.0,0.0
34.75,0.0,1.4104395604395605,0.0,0.0,0.42172416000000007,0.42172416000000007,1.8321637204395607,0.0,0.0,0.0,0.0,0.0
35.0,0.0,1.3576923076923078,0.0,0.0,0.4180166948571428,0.4180166948571428,1.7757090025494506,0.0,0.0,0.0,0.0,0.0
35.25,0.0,1.3576923076923078,0.0,0.0,0.4143092297142857,0.4143092297142857,1.7720015374065934,0.0,0.0,0.0,0.0,0.0
35.5,0.0,1.3576923076923078,0.0,0.0,0.4106017645714286,0.4106017645714286,1.7682940722637364,0.0,0.0,0.0,0.0,0.0
35.75,0.0,1.3576923076923078,0.0,0.0,0.40689429942857136,0.40689429942857136,1.7645866071208791,0.0,0.0,0.0,0.0,0.0
36.0,0.0,1.304945054945055,0.0,0.0,0.40318683428571434,0.40318683428571434,1.7081318892307693,0.0,0.0,0.0,0.0,0.0
36.25,0.0,1.304945054945055,0.0,0.0,0.39947936914285714,0.39947936914285714,1.704424424087912,0.0,0.0,0.0,0.0,0.0
36.5,0.0,1.304945054945055,0.0,0.0,0.395771904,0.395771904,1.700716958945055,0.0,0.0,0.0,0.0,0.0
36.75,0.0,1.304945054945055,0.0,0.0,0.3920644388571428,0.3920644388571428,1.6970094938021978,0.0,0.0,0.0,0.0,0.0
37.0,0.0,1.2521978021978022,0.0,0.0,0.38835697371428574,0.38835697371428574,1.640554775912088,0.0,0.0,0.0,0.0,0.0
37.25,0.0,1.2521978021978022,0.0,0.0,0.38464950857142866,0.38464950857142866,1.6368473107692307,0.0,0.0,0.0,0.0,0.0
37.5,0.0,1.2521978021978022,0.0,0.0,0.38094204342857146,0.38094204342857146,1.6331398456263737,0.0,0.0,0.0,0.0,0.0
37.75,0.0,1.2521978021978022,0.0,0.0,0.3772345782857144,0.3772345782857144,1.6294323804835167,0.0,0.0,0.0,0.0,0.0
38.0,0.0,1.1994505494505496,0.0,0.0,0.3735271131428572,0.3735271131428572,1.5729776625934069,0.0,0.0,0.0,0.0,0.0
38.25,0.0,1.1994505494505496,0.0,0.0,0.36981964799999995,0.36981964799999995,1.5692701974505496,0.0,0.0,0.0,0.0,0.0
38.5,0.0,1.1994505494505496,0.0,0.0,0.36611218285714286,0.36611218285714286,1.5655627323076926,0.0,0.0,0.0,0.0,0.0
38.75,0.0,1.1994505494505496,0.0,0.0,0.3624047177142857,0.3624047177142857,1.5618552671648354,0.0,0.0,0.0,0.0,0.0
39.0,0.0,1.2521978021978022,0.0,0.0,0.3586972525714286,0.3586972525714286,1.6108950547692307,0.0,0.0,0.0,0.0,0.0
39.25,0.0,1.2521978021978022,0.0,0.0,0.35498978742857146,0.35498978742857146,1.6071875896263736,0.0,0.0,0.0,0.0,0.0
39.5,0.0,1.2521978021978022,0.0,0.0,0.3512823222857143,0.3512823222857143,1.6034801244835166,0.0,0.0,0.0,0.0,0.0
39.75,0.0,1.2521978021978022,0.0,0.0,0.34757485714285724,0.34757485714285724,1.5997726593406594,0.0,0.0,0.0,0.0,0.0
40.0,0.0,1.4104395604395605,0.0,0.0,0.343867392,0.343867392,1.7543069524395605,0.0,0.0,0.0,0.0,0.0
40.25,0.0,1.4104395604395605,0.0,0.0,0.34015992685714286,0.34015992685714286,1.7505994872967034,0.0,0.0,0.0,0.0,0.0
40.5,0.0,1.4104395604395605,0.0,0.0,0.3364524617142857,0.3364524617142857,1.7468920221538462,0.0,0.0,0.0,0.0,0.0
40.75,0.0,1.4104395604395605,0.0,0.0,0.33274499657142853,0.33274499657142853,1.7431845570109892,0.0,0.0,0.0,0.0,0.0
41.0,0.0,1.6214285714285714,0.0,0.0,0.32903753142857145,0.32903753142857145,1.9504661028571428,0.0,0.0,0.0,0.0,0.0
41.25,0.0,1.6214285714285714,0.0,0.0,0.3253300662857142,0.3253300662857142,1.9467586377142856,0.0,0.0,0.0,0.0,0.0
41.5,0.0,1.6214285714285714,0.0,0.0,0.3216226011428571,0.3216226011428571,1.9430511725714286,0.0,0.0,0.0,0.0,0.0
41.75,0.0,1.6214285714285714,0.0,0.0,0.317915136,0.317915136,1.9393437074285713,0.0,0.0,0.0,0.0,0.0
42.0,0.0,1.7269230769230768,0.0,0.0,0.31420767085714285,0.31420767085714285,2.04113074778022,0.0,0.0,0.0,0.0,0.0
42.25,0.0,1.7269230769230768,0.0,0.0,0.31050020571428577,0.31050020571428577,2.0374232826373624,0.0,0.0,0.0,0.0,0.0
42.5,0.0,1.7269230769230768,0.0,0.0,0.3067927405714287,0.3067927405714287,2.0337158174945054,0.0,0.0,0.0,0.0,0.0
42.75,0.0,1.7269230769230768,0.0,0.0,0.30308527542857144,0.30308527542857144,2.0300083523516483,0.0,0.0,0.0,0.0,0.0
43.0,0.0,1.6741758241758242,0.0,0.0,0.2993778102857143,0.2993778102857143,1.9735536344615385,0.0,0.0,0.0,0.0,0.0
43.25,0.0,1.6741758241758242,0.0,0.0,0.29567034514285706,0.29567034514285706,1.9698461693186813,0.0,0.0,0.0,0.0,0.0
43.5,0.0,1.6741758241758242,0.0,0.0,0.2919628799999999,0.2919628799999999,1.9661387041758243,0.0,0.0,0.0,0.0,0.0
43.75,0.0,1.6741758241758242,0.0,0.0,0.28825541485714284,0.28825541485714284,1.962431239032967,0.0,0.0,0.0,0.0,0.0
44.0,0.0,1.5159340659340659,0.0,0.0,0.2845479497142857,0.2845479497142857,1.8004820156483516,0.0,0.0,0.0,0.0,0.0
44.25,0.0,1.5159340659340659,0.0,0.0,0.28084048457142863,0.28084048457142863,1.7967745505054946,0.0,0.0,0.0,0.0,0.0
